SK_ID_CURR,TARGET
100001,0.15857000089526396
100005,0.29423945020363884
100013,0.15522426866006514
100028,0.14635138373741452
100038,0.2331426443872287
100042,0.11006998007540557
100057,0.11412269754583589
100065,0.20371562694078635
100066,0.09553683592789525
100067,0.2164026302254312
100074,0.18384647139003954
100090,0.19738515566424922
100091,0.25063798012714383
100092,0.21209930265010568
100106,0.21108657523392368
100107,0.2232021525039454
100109,0.18405583915013277
100117,0.13264851195139066
100128,0.17414383617901483
100141,0.15381433557328095
100150,0.11947140701265441
100168,0.07559852457153508
100169,0.13746375496322769
100170,0.16815194127832242
100171,0.14521220254869446
100172,0.2434503002365014
100184,0.2068949238105431
100187,0.17518049389857693
100212,0.15122548224913968
100222,0.1996316227335857
100223,0.09077459622218484
100232,0.11129293157827941
100241,0.2538159456181698
100245,0.1121488317405469
100253,0.10080269011036132
100256,0.20905075334944556
100271,0.09906032178587691
100278,0.2973894511025285
100280,0.0998725857693797
100306,0.2653955823352857
100311,0.24245003200278578
100312,0.11422172071558746
100330,0.18391557511533968
100331,0.16836590014999986
100352,0.20079835325576326
100358,0.23992116136436756
100367,0.14790584329162632
100382,0.23282826463307388
100384,0.17462385259379948
100385,0.20525715186369195
100386,0.16631591560848655
100399,0.13017558297394066
100404,0.19745906892653395
100416,0.11057290288103011
100422,0.23285778365363513
100426,0.13971691904613873
100438,0.14683958781040232
100444,0.23796578628894796
100445,0.22532536411910653
100446,0.19470330469193123
100447,0.14038647977084068
100450,0.172729361781555
100466,0.1374213804053291
100483,0.12906512582616578
100484,0.10788122800192042
100494,0.1783783409509906
100510,0.2647570372811252
100512,0.1317989404418445
100517,0.13652903109192543
100548,0.16692607012979563
100551,0.14661846116944802
100552,0.23547823307579813
100553,0.12310049566890699
100561,0.24729833842089524
100568,0.3478020394629578
100569,0.1320888348232951
100591,0.16710848924207636
100592,0.10310518947623917
100602,0.16363426607079393
100607,0.17250432755126463
100613,0.1887681321201591
100617,0.1918670858726516
100618,0.19345990055571397
100622,0.2371854065506669
100625,0.18113644251767413
100677,0.2141378283717969
100699,0.16126480478453672
100702,0.39854874031551135
100711,0.18715237570229692
100729,0.2716232843435377
100740,0.21513735461441888
100744,0.23398583412058496
100745,0.1657381375570173
100747,0.22765075405775823
100751,0.30918222976943244
100752,0.17131368115506418
100753,0.3541499210275821
100754,0.28284526138227734
100760,0.1671543773843772
100762,0.1908997115373692
100763,0.14877260222375857
100765,0.1294901179897875
100770,0.2259522656325799
100772,0.12437639894782103
100777,0.14149008770362756
100791,0.11787809917246843
100792,0.0879378007854466
100797,0.11310386863329398
100823,0.13667213378268844
100826,0.15394487932589726
100830,0.13273395319829495
100836,0.34015413257325655
100872,0.1675009504557561
100910,0.1859551386603087
100913,0.22556635095058836
100918,0.16682295340380884
100931,0.10293167683246697
100952,0.1764715480420615
100953,0.14975166747606242
100965,0.28735038546069297
100970,0.15198294807153934
100982,0.26320770875081695
100983,0.2520100255922137
100984,0.17365868939291326
100987,0.18817385997349803
100997,0.1773764311370677
100998,0.20212955587560982
101002,0.20399539270078457
101005,0.28914000537236983
101008,0.22114434538874383
101020,0.18196272568121766
101021,0.176797611625286
101024,0.16258179359014316
101025,0.26010455225283907
101026,0.14740185731877287
101031,0.1470156791012918
101041,0.13625865749098337
101051,0.0814173108357076
101055,0.23186238812219287
101056,0.30835726380671086
101057,0.18383979742947582
101064,0.16100894466955878
101079,0.21476968500128793
101087,0.16613051931708575
101090,0.1286375333427211
101092,0.2115901072014605
101097,0.2077961757805163
101099,0.11304072031474326
101107,0.19714047985536376
101118,0.17543044129071086
101125,0.2286941755126014
101126,0.10998311705994453
101128,0.14271063486760477
101136,0.2284962905610728
101140,0.20596147397476963
101149,0.22127630452512234
101160,0.1832612489810197
101169,0.2959873306087991
101181,0.16122846412150285
101186,0.09839392522756969
101190,0.23671801250661936
101193,0.20504079911726192
101194,0.21505102327424816
101198,0.19633967601358285
101200,0.10542470258699202
101204,0.1426575010476841
101211,0.16684329103911263
101213,0.1903280828024753
101223,0.16116548170760994
101225,0.18870091195938127
101237,0.21427589735027283
101243,0.21461393776840704
101244,0.2487953527187828
101258,0.1524934326303116
101259,0.2841926425319668
101268,0.2390196981223029
101269,0.12426974393378833
101271,0.24861526658728064
101279,0.15347830583195207
101281,0.22470880978750987
101287,0.14745697530747412
101292,0.16707823855315554
101294,0.15573132584029778
101296,0.16699449757144452
101297,0.14551942050848996
101299,0.13530045670642019
101301,0.1466546161207569
101305,0.19530784684404046
101308,0.18969536648926213
101318,0.11578332080879196
101327,0.29702072480681235
101329,0.16523364192759843
101332,0.1377189054391236
101337,0.20566474731537226
101343,0.09898221722355537
101345,0.11625559635089613
101346,0.11792811091309162
101353,0.09236932611421338
101354,0.2388275659616263
101355,0.289937526720144
101356,0.12206575859881078
101362,0.2021181082459418
101363,0.2888528076709583
101365,0.12279136825819835
101366,0.2132540675161385
101367,0.2697805168173972
101368,0.10359495058328576
101374,0.23737671088242054
101380,0.11711789367605946
101383,0.13234086280850693
101398,0.11350811253773989
101399,0.31185227595170273
101401,0.27265813054374904
101412,0.21847841626289577
101426,0.1742325283291611
101427,0.40486024252287783
101428,0.24011989252263496
101429,0.2412081834336657
101434,0.1442962579467436
101440,0.18499153035415872
101448,0.1795241387126105
101449,0.17626433490341759
101465,0.20943583673338448
101467,0.12312255868694352
